Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Pionero,кафе итальянской кухни,Бары; Кафе,"улица Пионерская, 5",1 этаж,197198,Петровский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-02:00; Вт: 08:30-02:00; Ср: 08:30-02:00; Чт: 08:30-02:00; Пт: 08:30-02:00; Сб: 08:30-02:00; Вс: 08:30-02:00,+03:00,4.2,117,89522135882,,,,,http://pio.team/pionero,,,,https://vk.com/pioteam,https://wa.me/79522135882,,,,,,,,59.955749,30.295424,https://2gis.com/firm/70000001033487947
Tagliatella caffe,бар,Бары; Кафе,"Литейный проспект, 61",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 16:00-24:00; Вт: 16:00-24:00; Ср: 16:00-24:00; Чт: 16:00-24:00; Пт: 16:00-01:00; Сб: 16:00-01:00; Вс: 16:00-24:00,+03:00,4.7,76,89291580036,,,,,,,,,,,,,,,,,,59.933657,30.347055,https://2gis.com/firm/70000001050370830
Mama roma,ресторан итальянской кухни,Рестораны; Доставка готовых блюд; Кафе,"Невский проспект, 142",1 этаж,191024,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+03:00,4.6,829,89119233037,,,,,http://mamaroma.ru,,,,https://vk.com/mamaroma_official,https://wa.me/79111337377,,,,,https://t.me/mamaromarest,,https://youtube.com/channel/UCymgLt0i1d9c5GdDlnzdfJg,59.929516,30.369556,https://2gis.com/firm/5348552840600745
Pancake house,,Кафе; Быстрое питание,"Литейный проспект, 40",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по пред. зарис),+03:00,4.7,265,89218844177,,,,,http://pancakehouse.ru,,,,https://vk.com/public210392378,https://wa.me/79218844177,,,viber://chat/?number=79218844177,,https://t.me/Pancake_house_rus,,,59.938611,30.348552,https://2gis.com/firm/70000001060937016
Chang,кафе аутентичной тайской кухни,Кафе; Доставка готовых блюд,"Невский проспект, 97",1 этаж,191036,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.3,182,89119235330,,,changneva@gmail.com,,http://changcafe.ru,,,,https://vk.com/changcafe,,,,,,https://t.me/changneva,,,59.930083,30.366845,https://2gis.com/firm/70000001057752859
Coffee-3,кофейня,Кофейни; Кафе; Кондитерские изделия,"проспект Медиков, 5 к7",5 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.1,178,89643200334,,,,,,,,,https://vk.com/coffee3spb,,,,,,https://t.me/coffee3spb,,,59.969583,30.316829,https://2gis.com/firm/70000001018420560
Holy Ribs,ресторан,Доставка готовых блюд; Бары; Кафе,"Жуковского, 12",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 15:00-24:00; Вт: 15:00-24:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-02:00; Сб: 13:00-02:00; Вс: 13:00-24:00,+03:00,4.2,151,88126656601 (доп.2),89217433713,,,,http://chuck-family.ru,http://t.me/chuckfamily,,,,,,,,,,,,59.93605,30.353386,https://2gis.com/firm/70000001028875578
Mishka bar&cafe,кафе,Бары; Кафе,"Конногвардейский бульвар, 4",1 этаж,190098,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 17:00-02:00; Вт: 17:00-02:00; Ср: 17:00-02:00; Чт: 17:00-02:00; Пт: 17:00-03:00; Сб: 17:00-03:00; Вс: 17:00-02:00,+03:00,3.9,99,89819471559 (администратор),,,,,http://cleanplatescafe.com/mishkacafe,,,,https://vk.com/mishkabar,,,,,,https://t.me/molodostvsyo,,,59.932971,30.298644,https://2gis.com/firm/5348552840527475
Чудо-Юдо,селфи-кафе,Кафе,"Социалистическая улица, 10",цокольный этаж,191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-21:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-21:00,+03:00,3.8,77,89219925725,,,,,,,,,,https://wa.me/79219925725,,,,,,,,59.923396,30.341338,https://2gis.com/firm/70000001055402560
Хачапури и вино,кафе грузинской кухни,Кафе; Доставка готовых блюд,"Правды, 9","цокольный, 1 этаж",191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-01:00; Сб: 11:30-01:00; Вс: 11:30-23:00,+03:00,3.9,295,88129028000 (служба бронирования),,,,,http://hachapuriivino.ru,,,,https://vk.com/hachapuriivino,,,,,,,,,59.923182,30.341715,https://2gis.com/firm/70000001018335067
Chang,кафе аутентичной тайской кухни,Кафе; Доставка готовых блюд,"улица Большая Конюшенная, 9",2 этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.1,238,89119255330,,,,,http://changcafe.ru,,,,https://vk.com/changcafe,,,,,,,,,59.939799,30.323713,https://2gis.com/firm/70000001028723691
Огурцы,инклюзивное кафе,Кафе; Доставка готовых блюд,"набережная реки Фонтанки, 96",9-Н1 помещение; 1 этаж,191180,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.8,130,89819097109,,,,,http://prostieveschi.ru,,,,https://vk.com/ogurcicafe,,,,,,,,,59.924047,30.325449,https://2gis.com/firm/70000001040783720
Chuck,митерия,Доставка готовых блюд; Кафе,"Гороховая, 41",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 15:00-24:00; Вт: 15:00-24:00; Ср: 13:00-24:00; Чт: 13:00-24:00; Пт: 13:00-24:00; Сб: 13:00-24:00; Вс: 13:00-24:00 (по предварительной записи: пн-вс),+03:00,4.4,213,89215849394,,,,,http://chuck-family.ru,,,,https://vk.com/meatareachuck,,,,,,,,,59.929074,30.32093,https://2gis.com/firm/70000001017330601
Брынза,чебуречная,Доставка готовых блюд; Кафе,"Невский проспект, 50",1 этаж,191011,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.3,375,88126556237,88126556666 (служба доставки: пн-вс 9:00-1:00),,,,http://www.cafebrynza.ru,,,,https://vk.com/cafebrynza,,,,,,,,,59.934519,30.334944,https://2gis.com/firm/5348552839656855
Subzero,ресторан японской кухни,Кафе; Бары,"Рубинштейна, 38",1 этаж,191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.3,155,88129076438,,,,,http://subzerosushi.ru,,,,,,,,,,,,,59.927276,30.343125,https://2gis.com/firm/70000001028700120
Республика кошек,котокафе,Кафе,"Якубовича, 10",1 этаж,190121,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи: пн-вс),+03:00,3.8,123,88123120487,88129451951,,,,http://catsrepublic.ru,http://tiktok.com/@catsmuseum,,,https://vk.com/cats_republic,,,,,,https://t.me/catsmuseum,,,59.933136,30.301309,https://2gis.com/firm/70000001018165811
Старик Хинкалыч,кафе,Кафе,"набережная реки Фонтанки, 109",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.4,130,89810032757,,,,,http://хинкалыч.рф,,,,https://vk.com/starikhinkalych198,,,,,,https://t.me/hello_hinkalych,,,59.922883,30.318365,https://2gis.com/firm/70000001065449256
Хачапури и вино,кафе грузинской кухни,Кафе,"улица Некрасова, 60",1 этаж,191014,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-23:00; Сб: 11:30-23:00; Вс: 11:30-23:00,+03:00,3.8,46,88129028000 (доп.8),,,,,http://hachapuriivino.ru,,,,https://vk.com/hachapuriivino,,,,,,,,,59.938927,30.369815,https://2gis.com/firm/70000001064301781
Теплые края,ресторан,Доставка готовых блюд; Кафе; Рестораны; Бары,"проспект Медиков, 5",1 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.8,228,89119656089,89316235563 (служба доставки),,,,,,,,https://vk.com/restk,https://wa.me/79119656089,,,,,https://t.me/teplyykray,,,59.969783,30.314364,https://2gis.com/firm/70000001007020428
Хачапури и вино,кафе грузинской кухни,Кафе; Доставка готовых блюд,"Кадетская линия В.О., 29",1 этаж,199004,Васильевский,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-23:00; Сб: 11:30-23:00; Вс: 11:30-23:00,+03:00,3.9,217,88129028000 (служба бронирования),,,,,http://hachapuriivino.ru,,,,https://vk.com/hachapuriivino,,,,,,,,,59.946609,30.285008,https://2gis.com/firm/70000001026142259
Папаша Клаусс,ресторан-пивоварня,Рестораны; Банкетные залы; Кафе; Доставка готовых блюд,"Приморский проспект, 72",4 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-24:00; Вт: 13:00-24:00; Ср: 13:00-24:00; Чт: 13:00-24:00; Пт: 13:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.3,334,88127771551 (единый номер: пн-вс 12:00-00:00),,,,,http://papashaclauss.ru,,,,https://vk.com/papaclauss,,,,,,,,,59.9811,30.211267,https://2gis.com/firm/5348553838611447
Контакт,бар,Бары; Кафе,"Невский проспект, 8",2 этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-06:00; Вт: 13:00-06:00; Ср: 13:00-06:00; Чт: 13:00-06:00; Пт: 13:00-06:00; Сб: 13:00-06:00; Вс: 13:00-06:00,+03:00,3.9,214,89217640041,,,,,http://kontaktbar.ru,,,,https://vk.com/kontaktbar,,,,,,https://t.me/kontaktbarspb,,,59.936858,30.31503,https://2gis.com/firm/70000001053480029
Хачапури и вино,кафе грузинской кухни,Кафе; Доставка готовых блюд,"Маяковского, 54-56",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-01:00; Сб: 11:30-01:00; Вс: 11:30-23:00,+03:00,3.5,298,88129028000 (служба бронирования),,,,,http://hachapuriivino.ru,,,,https://vk.com/hachapuriivino,,,,,,,,,59.943565,30.355265,https://2gis.com/firm/70000001021314683
Контакт,бар,Кафе; Бары,"проспект Чернышевского, 11",1 этаж,191123,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 14:00-02:00; Вт: 14:00-02:00; Ср: 14:00-02:00; Чт: 14:00-02:00; Пт: 14:00-06:00; Сб: 14:00-06:00; Вс: 14:00-02:00,+03:00,4.5,328,88129453213,,,,,http://kontaktbar.ru,,,,https://vk.com/kontaktbar,,,,,,https://t.me/kontaktbarspb,,,59.946017,30.358975,https://2gis.com/firm/5348553838651757
Ivory Garden,кафе,Кафе,"8-я Советская улица, 9-13",1 этаж,191036,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,,+03:00,3.7,124,,,,,,,,,,,,,,,,,,,59.937042,30.372418,https://2gis.com/firm/70000001065112882
Rock pub,бар,Бары; Кафе,"Невский проспект, 38/4",цокольный этаж,191011,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.1,239,88129480063,89219480063,,,,http://rock-pub.spb.ru,,,,https://vk.com/rock_pub,https://wa.me/79219480063,,,,,https://t.me/+78129480063,,,59.935035,30.3309,https://2gis.com/firm/5348552839656821
ossu,лапшичная,Кафе; Доставка готовых блюд,"улица Некрасова, 21",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.4,140,89046352364,,,,,http://ossueatery.ru/,,,,https://vk.com/ossu_spb,https://wa.me/79046352364,,,,,https://t.me/ossu_eatery,,,59.938676,30.358366,https://2gis.com/firm/70000001046974460
