Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL
Кофейня №1,,Кафе; Доставка готовых блюд; Рестораны,"Невский проспект, 54",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-23:00,+03:00,4.2,277,88129299454,,,help@delmar-group.ru,,http://delmar-spb.ru/restorany/?v=kofeynya-1,,,,https://vk.com/coffeen1,,,,,,,,,,59.934384,30.336037,https://2gis.com/firm/70000001035536003
Ragu,ресторан,Рестораны; Доставка готовых блюд; Банкетные залы; Бары,"Кадетская линия В.О., 9",1 этаж,199004,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-23:00 (до последнего гостя: пн-вс),+03:00,4.4,41,88122443240,,,ragu.2017@mail.ru,,http://restoranragu.ru,,,,https://vk.com/ragu.rest,https://wa.me/79119502666,,,,,https://t.me/+79119502666,,,https://youtube.com/channel/UClJ3hxT3nzutLANzj9CZE4Q,59.943784,30.288309,https://2gis.com/firm/70000001030175187
Bristol Pub,пивной паб,Бары; Кафе; Рестораны,"улица Марата, 36-38",1 этаж,191040,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-02:00,+03:00,4.6,89,88126556636,,,bristolpub@mail.ru,,http://bristolspb.ru,,,,https://vk.com/bristol_pub,,,,,,https://t.me/bristolpub,,,,59.925677,30.352145,https://2gis.com/firm/70000001046051132
Par,ресторан,Рестораны; Бары; Доставка готовых блюд; Центры паровых коктейлей,"Восстания, 40",2 этаж,191123,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-02:00,+03:00,4.8,422,88125659081,,,info@spbpar.ru,par7500@mail.ru,http://www.spbpar.ru,,,,https://vk.com/spbpar,,,,,,https://t.me/hookahpar,,,,59.943007,30.360219,https://2gis.com/firm/70000001022023733
Chloe Cafe,кафе,Кафе; Рестораны; Доставка готовых блюд,"Чайковского, 50",1 этаж,191123,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.2,49,89650680008,,,info@cafechloeconcept.ru,,http://cafechloeconcept.ru,,,,https://vk.com/cafechloespb,https://wa.me/79650680008,,,viber://chat/?number=79650680008,,https://t.me/Cafechloespb,,,https://youtube.com/channel/UCs7jM2asqr74avbdZe9wmzw,59.94656,30.363082,https://2gis.com/firm/70000001061311210
Molly Shelter Pub,пивной паб,Бары; Кафе; Рестораны,"Итальянская, 29",цокольный этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-01:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-01:00,+03:00,4.8,163,88123154754,,,mollyshelter@molly.su,,http://mollyshelter.ru,info2gis.tilda.ws/proxy18?target=https://mollyshelter.ru/&back=https://go.2gis.com/dm1a4a&mode=0,,,,,,,,,,,,,59.935612,30.339425,https://2gis.com/firm/5348552838479926
Лаwанда,,Центры паровых коктейлей; Рестораны,"Комендантский проспект, 60 к1",,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-24:00,+03:00,4.7,18,89215902000,,,lavanda.restmanager@gmail.com,,http://lawanda-rest.ru,,,,https://vk.com/club222233104,https://wa.me/79215902000,,,,,https://t.me/lawandalounge_bot,,,,60.035571,30.224123,https://2gis.com/firm/70000001079106795
Doski,бар-ресторан,Ночные клубы; Бары; Караоке-залы; Кафе; Рестораны,"улица Звенигородская, 1 к2",3 этаж,191119,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.1,1473,88129058555 (служба бронирования и доставки),,,,,http://www.bardoski.ru,,,,https://vk.com/bardoski,https://wa.me/79213374742,https://wa.me/79213374240,,,,,,,,59.922348,30.335726,https://2gis.com/firm/5348552840836522
Lambicus,гастропаб,Бары; Рестораны,"Радищева, 32",1 этаж,191014,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 15:00-24:00; Вт: 15:00-24:00; Ср: 15:00-24:00; Чт: 15:00-24:00; Пт: 15:00-02:00; Сб: 15:00-02:00; Вс: 15:00-24:00,+03:00,4.8,15,89616121608,,,timesha@mail.ru,,,,,,,https://wa.me/79219654987,,,,,,,,,59.940822,30.363351,https://2gis.com/firm/70000001030054488
BAHROMA,ресторан,Рестораны; Доставка готовых блюд; Бары; Банкетные залы,"проспект Сизова, 9",2 этаж,197227,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.2,290,88126123137,,,,,http://www.bahroma1.ru,,,,https://vk.com/club_bahroma,,,,,,,,,,60.004286,30.273129,https://2gis.com/firm/70000001025296302
Leth,ресторан сенсорной кухни,Рестораны,"набережная реки Фонтанки, 82/1",1 этаж,191180,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.4,464,89046486060,,,leth.spb@yandex.ru,,http://leth-spb.ru,,,,https://vk.com/leth_spb,,,,,,https://t.me/leth_spb,,,,59.9265,30.331898,https://2gis.com/firm/70000001040159851
Frank,ресторан-реберная,Рестораны; Доставка готовых блюд,"Рубинштейна, 29/28",1 этаж,191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,+03:00,4.4,653,89312012929,,,,,http://frankribs.ru,,,,https://vk.com/frankmeat,,,,,,https://t.me/frankmeat,,,,59.926408,30.342193,https://2gis.com/firm/70000001028120092
Birch,ресторан,Рестораны,"улица Кирочная, 3",1 этаж,191028,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-23:30; Вт: 13:00-23:30; Ср: 13:00-23:30; Чт: 13:00-23:30; Пт: 13:00-23:30; Сб: 13:00-23:30; Вс: 13:00-23:30,+03:00,4.4,177,89119203165,,,,,http://birchrest.com,,,,,https://wa.me/79119203165,,,,,,,,,59.943901,30.350934,https://2gis.com/firm/70000001030414112
Пхали,ресторан,Рестораны; Доставка готовых блюд; Банкетные залы,"Жуковского, 25",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,46,88125791100,88122759089,,,,,,,,https://vk.com/phalispb,,,,,,,,,,59.935796,30.354766,https://2gis.com/firm/5348552838493724
Frank,ресторан-реберная,Рестораны; Бары; Доставка готовых блюд,"Большой проспект П.С., 35а",1 этаж,197198,Кронверкское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,+03:00,4.4,265,89219256525,,,,,http://frankribs.ru,,,,https://vk.com/frankmeat,,,,,,https://t.me/frankmeat,,,,59.959593,30.302254,https://2gis.com/firm/70000001022976984
Commode,бар-ресторан,Бары; Караоке-залы; Банкетные залы; Рестораны,"Невский проспект, 47",1-2 этаж,191025,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 19:00-05:00; Вт: 19:00-05:00; Ср: 19:00-05:00; Чт: 19:00-05:00; Пт: 19:00-07:00; Сб: 19:00-05:00; Вс: 19:00-05:00,+03:00,4.3,843,88124164848,,,,,http://commode.club,,,,https://vk.com/commodeclub,,,,,,https://t.me/commodeclub,,,,59.932556,30.347396,https://2gis.com/firm/70000001021049341
Tiger Lily,ресторан китайской кухни,Рестораны,"Невский проспект, 48",52-54 секция; 1 этаж; вход через магазин Tiger Lily,191011,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.3,238,89650404028,,,,,,,,,,,,,,,,,,,59.935923,30.334417,https://2gis.com/firm/70000001032120390
Tetto Italian bistro,современное итальянское бистро,Рестораны,"Большой проспект П.С., 84",5 этаж,197136,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+03:00,4.7,198,88126146314,,,,,http://tettorest.ru,,,,https://vk.com/tetto.italianbistro,,,,,,https://t.me/tettobistro,,,,59.964306,30.309333,https://2gis.com/firm/70000001064315472
Alpenhaus,ресторан,Рестораны; Банкетные залы; Аренда площадок для культурно-массовых мероприятий,"Южная дорога, 17",1-2 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,"Ср: 18:00-24:00; Чт: 18:00-24:00; Пт: 19:00-01:00; Сб: 13:00-18:00, 19:00-01:00; Вс: 12:00-16:00, 17:00-24:00",+03:00,4.4,103,88126330088,88129849020 (банкетный отдел),,,,http://alpenconcert.ru/,,,,https://vk.com/alpenhaus.bierstube,,,,,,,,,https://youtube.com/channel/UC1W-Lgx07KgR2-M2B7zEakg,59.970506,30.231938,https://2gis.com/firm/70000001031373932
Rene,кафе,Кафе; Рестораны,"Невский проспект, 28",2 этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,4.6,308,89218822828,,,,,http://renecafe.ru,,,,,,,,,,https://t.me/rene_cafe,,,,59.935616,30.326041,https://2gis.com/firm/70000001065996874
Harvest,ресторан,Рестораны,"проспект Добролюбова, 11",1 этаж,197198,Введенский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-24:00; Вт: 13:00-24:00; Ср: 13:00-24:00; Чт: 13:00-24:00; Пт: 13:00-01:00; Сб: 13:00-01:00; Вс: 13:00-24:00,+03:00,4.7,177,89119222746,,,,,http://harvestduo.ru,,,,,https://wa.me/79119222746,,,,,,,,,59.949502,30.301427,https://2gis.com/firm/70000001035052462
Карл и Фридрих,пивной ресторан,Рестораны; Доставка готовых блюд,"Южная дорога, 15",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+03:00,4.1,339,88126330303,88126330366 (служба доставки ),,,,http://www.k-f.ru,,,,https://vk.com/karlandfriedrich,,,,,,,,,,59.969911,30.232556,https://2gis.com/firm/5348552838487231
Butcher&Banker,ресторан,Рестораны; Бары; Доставка готовых блюд,"Большая Морская, 22",,191186,Муниципальный округ №78,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-23:00 (до последнего гостя),+03:00,4.6,219,88122234780,,,,,http://butcherandbanker.ru,,,,https://vk.com/butcherandbanker_official,https://wa.me/79819964254,,,,,https://t.me/butcherandbanker,,,,59.934522,30.314873,https://2gis.com/firm/70000001056626065
Duo Asia,ресторан,Рестораны,"Рубинштейна, 20",2 этаж,191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-24:00; Вт: 13:00-24:00; Ср: 13:00-24:00; Чт: 13:00-24:00; Пт: 13:00-01:00; Сб: 13:00-01:00; Вс: 13:00-24:00,+03:00,4.7,330,89119288189,,,,,http://duoasia.ru,,,,,https://wa.me/79119288189,,,,,,,,,59.93015,30.344817,https://2gis.com/firm/70000001027964660
Счастье,бар-ресторан,Рестораны,"Малая Морская, 24",1 этаж,190031,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-24:00,+03:00,3.8,642,88123171022,,,,,http://schastye.com,,,,https://vk.com/schastyelove,,,,,,https://t.me/schastyerest,,,,59.934002,30.308775,https://2gis.com/firm/5348553838506501
ТОКИО-CITY,сеть городских ресторанов,Суши-бары; Бары; Доставка готовых блюд; Рестораны,"проспект Сизова, 9",1 этаж,197227,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-01:00,+03:00,3.9,218,88122451502,,,,,http://www.tokyo-city.ru/adress/tc_spb/Sizova-9.html,,,,https://vk.com/club_tokyocity,,,,,,https://t.me/tokyocity_ru,,,https://youtube.com/channel/ucxwpb1q7cvampm6tuwh2llg,60.004225,30.273595,https://2gis.com/firm/70000001028682763
