Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Etlon coffee,сеть кофе-баров,Кофейни; Мороженое,"Фонтанная, 3",1 этаж,191014,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.8,15,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.939381,30.367043,https://2gis.com/firm/70000001061164857
Baggins Coffee,кофейня,Кофейни; Продажа кофе,"Красного Текстильщика, 10-12Б",,191124,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-18:00; Вт: 07:30-18:00; Ср: 07:30-18:00; Чт: 07:30-18:00; Пт: 07:30-18:00,+03:00,5.0,6,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.940834,30.394286,https://2gis.com/firm/70000001063476486
Godsend,,Кофейни,"11-я линия В.О., 14/39",1 этаж,199178,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.7,12,89111310653,,,,,,,,,https://wa.me/79111310653,,,,,,,,59.938312,30.277136,https://2gis.com/firm/70000001068501867
BackHome coffee,кофейня,Кофейни; Кафе-кондитерские,"Кронверкская, 9",1 этаж,197101,Кронверкское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.9,24,89817238797,,,,,,,,,,,,,,,,,59.959019,30.313061,https://2gis.com/firm/70000001047215642
Катарсис кофе&эмоции,,Кофейни; Продажа кофе; Кондитерские изделия,"набережная канала Грибоедова, 107/6",,190068,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 09:00-21:00,+03:00,5.0,2,89650006069,,,,,http://t.me/katarsis_coffee,,,,https://wa.me/79650006069,,,,,,,,59.925866,30.29982,https://2gis.com/firm/70000001080127961
Dwntwn cafe,,Продажа кофе; Кофейни,"Малая Морская, 18",1 этаж,190031,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+03:00,4.6,9,89950909787,,,,,http://dwntwncafe.com/,,,,https://wa.me/79950909787,,,,,,,,59.934404,30.309883,https://2gis.com/firm/70000001056211771
Coffee to go El Uniqo,кофейня,Кофейни; Мороженое,"набережная реки Мойки, 11",1 этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.0,13,89657789493,,,,,,,,,https://wa.me/79657789493,,,,,,,,59.94259,30.32487,https://2gis.com/firm/70000001063138868
Тёплого хлеба,пекарня,Пекарни; Кондитерские изделия; Кофейни,"Кременчугская улица, 9 к1",1 этаж,191036,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-20:30; Вт: 08:30-20:30; Ср: 08:30-20:30; Чт: 08:30-20:30; Пт: 08:30-20:30; Сб: 08:30-20:30; Вс: 08:30-20:30,+03:00,3.7,16,88126405151,,,,,http://bushe.ru,,,https://vk.com/warmbreadinbed,,,,,,,,,59.923372,30.371733,https://2gis.com/firm/70000001039730349
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кофейни,"Петровский проспект, 24 к1 ст1",1 этаж,197198,Петровский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.9,19,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.961419,30.256205,https://2gis.com/firm/70000001045536648
I love coffee,кофейня,Кофейни,"Чайковского, 15",1 этаж,191187,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.7,25,89214012197,,,,,,,,,,,,,,,,,59.946442,30.346704,https://2gis.com/firm/70000001018551108
Coffit,кофейня,Кофейни; Кондитерские изделия; Продажа кофе,"Александровский парк, 4 к3",1 этаж,197198,Кронверкское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.9,31,89207621117,,,lda2004@inbox.ru,,http://Coffit.spb.ru,,,,https://wa.me/79207621117,,,,,,,,59.955989,30.314448,https://2gis.com/firm/70000001031463222
Baggins Coffee,кофейня,Кофейни; Продажа кофе,"Газовая, 10к",,197136,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,8,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.96751,30.29412,https://2gis.com/firm/70000001054970524
Caffe Prego,кофейня,Кофейни,"Дивенская, 5",1 этаж,197101,Посадский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,10,89213486127,,,,,,,,,https://wa.me/79213486127,,,,,,,,59.960048,30.321392,https://2gis.com/firm/70000001007336660
Svet,арт-пространство,Косметика / Парфюмерия; Парикмахерские; Кофейни,"улица Декабристов, 11",1 этаж; вход справа от арки,190068,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,10,89216424299,,,,,,,,https://vk.com/public214214284,https://wa.me/79216424299,,,,,https://t.me/+79216424299,,,59.9285,30.304159,https://2gis.com/firm/70000001062859261
Baggins Coffee,кофейня,Кофейни; Кондитерские изделия; Продажа кофе,"1-я Красноармейская улица, 15",1 этаж,190005,Измайловское,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.7,22,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.916395,30.309233,https://2gis.com/firm/70000001028983815
Casa de Musang,кофейня-чайная,Кофейни; Кондитерские изделия,"улица Кирочная, 67",1-2 этаж,191144,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-21:00; Вт: 08:30-21:00; Ср: 08:30-21:00; Чт: 08:30-21:00; Пт: 08:30-22:00; Сб: 10:00-22:00; Вс: 10:00-20:00,+03:00,4.7,12,89319962040,,,,,http://casa-de-musang.clients.site,,,https://vk.com/casa_de_musang,https://wa.me/79319962040,,,,,,,,59.939415,30.389967,https://2gis.com/firm/70000001076845476
Тюльпан,мини-кофейня,Кофейни,"Манежный переулок, 8",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,4.8,16,89119788663,,,,,,,,https://vk.com/tulpancoffee,https://wa.me/79119788663,,,,,,,,59.943354,30.354144,https://2gis.com/firm/70000001022668727
D’oro,кофейня,Кофейни; Продажа кофе,"2-я линия В.О., 49",1 этаж,199004,Васильевский,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-21:00; Вт: 07:30-21:00; Ср: 07:30-21:00; Чт: 07:30-21:00; Пт: 07:30-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.4,31,89531513258,,,,,,,,https://vk.com/dorocaffe,,,,,,,,,59.947061,30.281067,https://2gis.com/firm/70000001033475890
Time for coffee,мини-кофейня,Кофейни,"Большая Пушкарская, 30",1 этаж,197198,Кронверкское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.5,4,89117239000 (единый номер: пн-вс 8:00-22:00),,,,,,,,https://vk.com/time_forcoffee,,,,,,,,,59.95952,30.304585,https://2gis.com/firm/70000001063003912
Cat in space,кофейня,Кофейни,"Подольская, 39",1 этаж,190013,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.8,32,89502231468,,,,,,,,,https://wa.me/79502231468,,,,,,,,59.91328,30.326894,https://2gis.com/firm/70000001031327388
Оазис,кофейня,Кофейни,"Малодетскосельский проспект, 26",1 этаж,190013,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,1,89213980212,,,,,,,,,,,,,,https://t.me/+79213980212,,,59.912056,30.323555,https://2gis.com/firm/70000001068914443
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"26-я линия В.О., 7 ст1",1 этаж,199106,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.0,8,88124382776,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.93113,30.260766,https://2gis.com/firm/70000001051909070
Rassvet,кофейня,Кофейни,"набережная реки Фонтанки, 81",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-20:00; Вт: 08:30-20:00; Ср: 08:30-20:00; Чт: 08:30-20:00; Пт: 08:30-20:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (нерабочие месяцы: ноябрь-май),+03:00,4.9,28,,,,,,,,,,,,,,,,,,59.925882,30.32493,https://2gis.com/firm/70000001054611266
Mr.Black coffee,кофейня,Кофейни; Продажа кофе,"Невский проспект, 124а",магазин Tabakpodarki,191036,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.7,6,89310008800 (единый номер: пн-вс 9:00-22:00),,,,,http://mrblackcoffee.ru,,,https://vk.com/mrblack_coffee,https://wa.me/79310008800,,,,,https://t.me/mister_black_coffee,,,59.930731,30.365242,https://2gis.com/firm/70000001079596005
Кофе Boss,кофейня,Кофейни,"Большая Пушкарская, 22",1 этаж,197198,Кронверкское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,,59.958257,30.302454,https://2gis.com/firm/70000001079904518
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Лермонтовский проспект, 48",1 этаж,190103,Измайловское,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,2.5,11,88123029384,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.913182,30.297757,https://2gis.com/firm/5348552838577640
Mamacoffee,кофейня и служба доставки свежеобжаренного кофе,Продажа кофе; Кофейни,"Малая Зеленина, 10",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,5.0,4,89998088724,,,,,http://mamacoffee.ru,,,,https://wa.me/79998088724,,,,,https://t.me/mamacoffee,,,59.963426,30.278704,https://2gis.com/firm/70000001026582941
